country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB","18-04-2026 17:00:00",19.0863,72.8888,PM10,40,119,75
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM","18-04-2026 17:00:00",19.19709,72.82204,NO2,19,43,30
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM","18-04-2026 17:00:00",19.19709,72.82204,OZONE,6,40,28
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB","18-04-2026 17:00:00",19.1878657,72.8304069,CO,6,17,11
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB","18-04-2026 17:00:00",19.1878657,72.8304069,OZONE,15,57,48
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB","18-04-2026 17:00:00",18.63673,73.82487,NH3,5,8,6
India,Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB","18-04-2026 17:00:00",18.59051,73.77946,NO2,33,80,56
India,Maharashtra,Pimpri-Chinchwad,"Savta Mali Nagar, Pimpri-Chinchwad - IITM","18-04-2026 17:00:00",18.614767,73.799516,NO2,32,92,52
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB","18-04-2026 17:00:00"," 16.5038",74.3623,PM10,19,65,40
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB","18-04-2026 17:00:00"," 16.5038",74.3623,SO2,21,32,25
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB","18-04-2026 17:00:00",17.6336264,75.9132495,PM2.5,1,100,52
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB","18-04-2026 17:00:00",17.6336264,75.9132495,NO2,NA,NA,NA
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB","18-04-2026 17:00:00",17.6336264,75.9132495,CO,12,52,22
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB","18-04-2026 17:00:00",17.65439,75.90649,NH3,3,13,6
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB","18-04-2026 17:00:00",19.26777,72.97182,PM10,65,99,79
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB","18-04-2026 17:00:00",19.26777,72.97182,NH3,2,5,4
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB","18-04-2026 17:00:00",19.26777,72.97182,CO,6,50,18
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB","18-04-2026 17:00:00",19.222279,72.957979,NH3,NA,NA,NA
India,Mizoram,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB","18-04-2026 17:00:00",23.7176342,92.7192841,SO2,15,16,15
India,Nagaland,Kohima,"PWD Junction, Kohima - NPCB","18-04-2026 17:00:00",25.6635413,94.0989878,PM10,23,70,41
India,Nagaland,Kohima,"PWD Junction, Kohima - NPCB","18-04-2026 17:00:00",25.6635413,94.0989878,NH3,1,1,1
India,Nagaland,Kohima,"PWD Junction, Kohima - NPCB","18-04-2026 17:00:00",25.6635413,94.0989878,SO2,11,38,25
India,Nagaland,Kohima,"PWD Junction, Kohima - NPCB","18-04-2026 17:00:00",25.6635413,94.0989878,CO,6,13,8
India,Odisha,Angul,"Hakimapada, Angul - OSPCB","18-04-2026 17:00:00",20.832874,85.104082,NO2,5,37,12
India,Odisha,Angul,"Hakimapada, Angul - OSPCB","18-04-2026 17:00:00",20.832874,85.104082,OZONE,1,146,99
India,Odisha,Balasore,"Kalidaspur, Balasore - OSPCB","18-04-2026 17:00:00",21.51161,86.89088,PM10,34,100,60
India,Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB","18-04-2026 17:00:00",18.616318,73.765797,NH3,11,15,13
India,Maharashtra,Pimpri-Chinchwad,"Transport Nagar-Nigdi, Pimpri-Chinchwad- IITM","18-04-2026 17:00:00",18.664282,73.763966,PM2.5,27,80,55
India,Maharashtra,Pimpri-Chinchwad,"Transport Nagar-Nigdi, Pimpri-Chinchwad- IITM","18-04-2026 17:00:00",18.664282,73.763966,CO,36,99,61
India,Maharashtra,Pune,"Dhankawadi, Pune - IITM","18-04-2026 17:00:00",18.459883,73.852193,PM10,60,148,102
India,Maharashtra,Pune,"Panchawati_Pashan, Pune - IITM","18-04-2026 17:00:00",18.536457,73.805454,OZONE,2,59,44
India,Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM","18-04-2026 17:00:00",18.530085,73.849598,NO2,27,121,60
India,Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM","18-04-2026 17:00:00",18.530085,73.849598,OZONE,5,78,47
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB","18-04-2026 17:00:00",19.235581,73.159121,NH3,3,6,4
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB","18-04-2026 17:00:00",19.235581,73.159121,OZONE,7,83,60
India,Maharashtra,Ulhasnagar,"Vithalwadi, Ulhasnagar - MPCB","18-04-2026 17:00:00","19.2307571 ",73.1551920,PM10,32,72,55
India,Maharashtra,Ulhasnagar,"Vithalwadi, Ulhasnagar - MPCB","18-04-2026 17:00:00","19.2307571 ",73.1551920,SO2,1,31,6
India,Meghalaya,Byrnihat,"15th Mile-Nongthymmai, Byrnihat - Meghalaya PCB","18-04-2026 17:00:00",26.05374,91.86796,PM10,123,450,285
India,Meghalaya,Byrnihat,"15th Mile-Nongthymmai, Byrnihat - Meghalaya PCB","18-04-2026 17:00:00",26.05374,91.86796,NH3,1,2,1
India,Meghalaya,Byrnihat,"15th Mile-Nongthymmai, Byrnihat - Meghalaya PCB","18-04-2026 17:00:00",26.05374,91.86796,SO2,1,10,4
India,Meghalaya,Byrnihat,"15th Mile-Nongthymmai, Byrnihat - Meghalaya PCB","18-04-2026 17:00:00",26.05374,91.86796,CO,85,116,100
India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB","18-04-2026 17:00:00",21.941841,86.728318,SO2,1,13,6
India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB","18-04-2026 17:00:00",21.941841,86.728318,OZONE,2,41,29
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB","18-04-2026 17:00:00",20.34652,85.81630,PM2.5,17,50,35
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB","18-04-2026 17:00:00",20.34652,85.81630,NO2,4,11,8
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB","18-04-2026 17:00:00",20.34652,85.81630,CO,71,84,80
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB","18-04-2026 17:00:00",20.34652,85.81630,OZONE,16,56,44
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB","18-04-2026 17:00:00",21.8004996,83.8396977,PM2.5,7,79,42
India,Odisha,Rourkela,"Sector-2, Rourkela - OSPCB","18-04-2026 17:00:00",22.24500000,84.88111111,NO2,9,9,9
India,Odisha,Rourkela,"Sector-2, Rourkela - OSPCB","18-04-2026 17:00:00",22.24500000,84.88111111,CO,29,68,47
India,Odisha,Suakati,"OMC Colony, Suakati - OSPCB","18-04-2026 17:00:00",21.606865,85.510538,PM2.5,46,118,73
India,Odisha,Suakati,"OMC Colony, Suakati - OSPCB","18-04-2026 17:00:00",21.606865,85.510538,CO,10,29,22
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB","18-04-2026 17:00:00",20.9360711,85.1707021,SO2,6,49,14
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB","18-04-2026 17:00:00",20.9360711,85.1707021,OZONE,22,33,31
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC","18-04-2026 17:00:00",11.9309,79.8027,SO2,5,11,8
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC","18-04-2026 17:00:00",11.9309,79.8027,CO,12,24,14
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB","18-04-2026 17:00:00",31.620000,74.876512,OZONE,39,59,48
India,Punjab,Bathinda,"Hardev Nagar, Bathinda - PPCB","18-04-2026 17:00:00",30.233011,74.907758,SO2,10,10,10
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB","18-04-2026 17:00:00",20.94185,86.11510,NO2,2,9,4
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB","18-04-2026 17:00:00","20.48891     ","85.84768     ",PM2.5,5,50,23
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB","18-04-2026 17:00:00","20.48891     ","85.84768     ",NO2,5,7,5
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB","18-04-2026 17:00:00","20.48891     ","85.84768     ",SO2,5,7,6
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB","18-04-2026 17:00:00",21.643900,85.599355,OZONE,23,49,44
India,Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB","18-04-2026 17:00:00",22.265816,86.174829,SO2,6,7,6
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB","18-04-2026 17:00:00",25.339605,74.618883,SO2,5,40,15
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB","18-04-2026 17:00:00",25.339605,74.618883,CO,21,103,29
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB","18-04-2026 17:00:00",28.194909,76.862296,PM2.5,30,181,100
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB","18-04-2026 17:00:00",28.207266,76.829265,PM2.5,22,81,39
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB","18-04-2026 17:00:00",28.207266,76.829265,NH3,1,4,2
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB","18-04-2026 17:00:00",28.018792,73.292658,CO,8,45,14
India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB","18-04-2026 17:00:00",25.435774,75.644272,NH3,4,10,5
India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB","18-04-2026 17:00:00",25.435774,75.644272,CO,12,108,19
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB","18-04-2026 17:00:00",24.892047,74.623527,NH3,NA,NA,NA
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB","18-04-2026 17:00:00",24.892047,74.623527,SO2,3,117,18
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB","18-04-2026 17:00:00",24.892047,74.623527,CO,4,115,18
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB","18-04-2026 17:00:00",26.253384,72.976571,NH3,3,5,4
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB","18-04-2026 17:00:00",26.506177,77.025989,PM2.5,22,306,85
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB","18-04-2026 17:00:00",26.506177,77.025989,NO2,18,94,43
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB","18-04-2026 17:00:00",26.506177,77.025989,NH3,6,13,8
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB","18-04-2026 17:00:00",26.506177,77.025989,CO,4,56,33
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB","18-04-2026 17:00:00",25.164090,75.858137,PM10,NA,NA,NA
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB","18-04-2026 17:00:00",25.164090,75.858137,SO2,NA,NA,NA
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB","18-04-2026 17:00:00",25.196024,75.855668,PM2.5,27,153,63
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB","18-04-2026 17:00:00",25.14389,75.821256,NO2,14,20,16
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB","18-04-2026 17:00:00",25.14389,75.821256,OZONE,4,12,10
India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB","18-04-2026 17:00:00",27.213494,73.734444,PM2.5,13,73,42
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB","18-04-2026 17:00:00",30.9028,75.8086,NO2,31,36,33
India,Punjab,"Mandi Gobindgarh","RIMT University, Mandi Gobindgarh - PPCB","18-04-2026 17:00:00",30.649961,76.331442,PM2.5,58,227,119
India,Punjab,"Mandi Gobindgarh","RIMT University, Mandi Gobindgarh - PPCB","18-04-2026 17:00:00",30.649961,76.331442,SO2,3,128,33
India,Punjab,Patiala,"Model Town, Patiala - PPCB","18-04-2026 17:00:00",30.349388,76.366642,SO2,17,32,26
India,Punjab,Patiala,"Model Town, Patiala - PPCB","18-04-2026 17:00:00",30.349388,76.366642,OZONE,15,53,43
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB","18-04-2026 17:00:00",26.470859,74.646594,PM2.5,57,85,67
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB","18-04-2026 17:00:00",26.470859,74.646594,SO2,10,10,10
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB","18-04-2026 17:00:00",27.554793,76.611536,PM10,80,161,111
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB","18-04-2026 17:00:00",27.554793,76.611536,CO,27,92,44
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB","18-04-2026 17:00:00",29.610750,74.283608,OZONE,19,110,96
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB","18-04-2026 17:00:00",26.902909,75.836858,PM10,54,127,84
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB","18-04-2026 17:00:00",26.902909,75.836858,OZONE,6,24,20
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB","18-04-2026 17:00:00",26.843698,75.766894,NH3,12,23,16
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB","18-04-2026 17:00:00",26.843698,75.766894,SO2,3,19,8
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB","18-04-2026 17:00:00",26.843698,75.766894,CO,12,86,20
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB","18-04-2026 17:00:00",26.9164092,75.7994901,CO,40,82,52
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB","18-04-2026 17:00:00",26.786682,75.827928,SO2,8,18,12
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB","18-04-2026 17:00:00",26.786682,75.827928,CO,57,106,76
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB","18-04-2026 17:00:00",26.960669,75.771817,CO,34,113,49
India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB","18-04-2026 17:00:00",26.912329,70.909168,PM10,49,352,127
India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB","18-04-2026 17:00:00",26.912329,70.909168,NO2,10,55,20
India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB","18-04-2026 17:00:00",26.912329,70.909168,NH3,14,20,15
India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB","18-04-2026 17:00:00",26.912329,70.909168,SO2,1,4,2
India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB","18-04-2026 17:00:00",26.912329,70.909168,OZONE,21,80,54
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB","18-04-2026 17:00:00",25.344694,72.626208,NO2,3,38,16
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB","18-04-2026 17:00:00",25.344694,72.626208,NH3,NA,NA,NA
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB","18-04-2026 17:00:00",24.588397,76.172782,NH3,6,13,9
India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB","18-04-2026 17:00:00",28.108988,75.386577,NH3,7,20,13
India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB","18-04-2026 17:00:00",28.108988,75.386577,OZONE,54,89,82
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB","18-04-2026 17:00:00",26.268249,73.0193853,CO,5,76,7
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB","18-04-2026 17:00:00",26.295810,73.082283,PM10,41,196,92
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB","18-04-2026 17:00:00",26.295810,73.082283,NH3,1,3,2
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB","18-04-2026 17:00:00",26.358805,73.047444,NO2,4,73,17
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB","18-04-2026 17:00:00",26.358805,73.047444,NH3,2,7,4
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB","18-04-2026 17:00:00",26.358805,73.047444,SO2,2,9,6
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB","18-04-2026 17:00:00",26.358805,73.047444,CO,6,38,9
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB","18-04-2026 17:00:00",28.296139,74.961696,SO2,5,7,6
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB","18-04-2026 17:00:00",26.895552,76.334753,OZONE,5,122,105
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB","18-04-2026 17:00:00",23.837789,73.714926,PM2.5,7,83,47
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB","18-04-2026 17:00:00",23.837789,73.714926,PM10,33,120,82
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB","18-04-2026 17:00:00",23.837789,73.714926,SO2,4,10,6
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB","18-04-2026 17:00:00",23.837789,73.714926,CO,7,38,19
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB","18-04-2026 17:00:00",29.610750,74.283608,CO,40,64,50
India,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB","18-04-2026 17:00:00",23.555190,74.440010,NH3,2,8,4
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB","18-04-2026 17:00:00",25.106006,76.469948,PM10,81,167,134
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB","18-04-2026 17:00:00",25.106006,76.469948,NO2,14,84,31
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB","18-04-2026 17:00:00",25.747299,71.393989,CO,5,60,12
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB","18-04-2026 17:00:00",27.215415,77.50873,SO2,7,28,12
India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB","18-04-2026 17:00:00",27.213494,73.734444,PM10,52,167,94
India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB","18-04-2026 17:00:00",27.213494,73.734444,OZONE,33,99,74
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB","18-04-2026 17:00:00",24.041198,74.780702,PM2.5,15,75,46
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB","18-04-2026 17:00:00",24.041198,74.780702,NO2,11,37,22
India,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB","18-04-2026 17:00:00",25.036360,73.883502,NH3,7,21,13
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB","18-04-2026 17:00:00",28.964949,77.278761,NH3,1,3,2
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB","18-04-2026 17:00:00",28.359581,79.414455,SO2,36,84,53
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB","18-04-2026 17:00:00",28.359581,79.414455,CO,34,79,40
India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB","18-04-2026 17:00:00",28.38910936,79.42963708,NO2,9,10,9
India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB","18-04-2026 17:00:00",28.38910936,79.42963708,CO,22,58,34
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB","18-04-2026 17:00:00",28.406963,77.849831,NO2,7,68,29
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB","18-04-2026 17:00:00",27.168897,78.376960,PM2.5,12,80,45
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB","18-04-2026 17:00:00",27.168897,78.376960,PM10,18,110,66
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB","18-04-2026 17:00:00",27.168897,78.376960,NO2,17,17,17
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB","18-04-2026 17:00:00",27.168897,78.376960,OZONE,9,13,12
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB","18-04-2026 17:00:00",27.1594,78.3953,NO2,15,15,15
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB","18-04-2026 17:00:00",13.1036,80.2909,PM10,16,362,43
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB","18-04-2026 17:00:00",13.1036,80.2909,OZONE,16,19,17
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB","18-04-2026 17:00:00",13.0052189,80.2398125,NO2,12,13,12
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB","18-04-2026 17:00:00",13.0052189,80.2398125,NH3,3,3,3
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB","18-04-2026 17:00:00",10.942451,76.978996,PM2.5,28,98,59
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB","18-04-2026 17:00:00",10.942451,76.978996,NO2,12,25,14
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB","18-04-2026 17:00:00",10.942451,76.978996,OZONE,19,20,20
India,TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB","18-04-2026 17:00:00",13.4127,80.1081,PM10,52,118,89
India,TamilNadu,Madurai,"Uchapatti, Madurai - TNPCB","18-04-2026 17:00:00",9.865935,78.022669,PM10,40,98,57
India,TamilNadu,Madurai,"Uchapatti, Madurai - TNPCB","18-04-2026 17:00:00",9.865935,78.022669,SO2,52,56,54
India,TamilNadu,Ooty,"Bombay Castel, Ooty - TNPCB","18-04-2026 17:00:00",11.4068288,76.7138973,PM2.5,NA,NA,NA
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB","18-04-2026 17:00:00",17.37206,78.50864,CO,23,42,31
India,Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB","18-04-2026 17:00:00",17.4559458,78.4332152,NO2,36,67,51
India,Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB","18-04-2026 17:00:00",17.4559458,78.4332152,CO,37,50,43
India,Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB","18-04-2026 17:00:00",17.4559458,78.4332152,OZONE,11,22,16
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB","18-04-2026 17:00:00",17.417094,78.457437,SO2,16,23,18
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB","18-04-2026 17:00:00",17.349694,78.451437,NH3,3,3,3
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB","18-04-2026 17:00:00",17.349694,78.451437,CO,2,52,30
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB","18-04-2026 17:00:00",27.23711,78.01936,PM2.5,NA,NA,NA
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB","18-04-2026 17:00:00",27.23711,78.01936,NO2,19,20,20
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB","18-04-2026 17:00:00",27.23711,78.01936,CO,18,22,19
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB","18-04-2026 17:00:00",27.23711,78.01936,OZONE,5,6,6
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB","18-04-2026 17:00:00",27.106972,78.000111,NH3,5,5,5
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB","18-04-2026 17:00:00",27.106972,78.000111,CO,10,22,17
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB","18-04-2026 17:00:00",27.106972,78.000111,OZONE,11,13,12
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB","18-04-2026 17:00:00",27.19412,77.96237,PM10,80,402,147
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB","18-04-2026 17:00:00",27.19412,77.96237,SO2,15,38,22
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB","18-04-2026 17:00:00",27.169338,78.03582,PM2.5,1,57,18
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB","18-04-2026 17:00:00",27.608912,75.153302,PM2.5,15,110,50
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB","18-04-2026 17:00:00",27.608912,75.153302,CO,6,37,16
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB","18-04-2026 17:00:00",24.885261,72.857549,SO2,4,7,5
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB","18-04-2026 17:00:00",24.885261,72.857549,OZONE,24,67,56
India,Rajasthan,"Sri Ganganagar","Old City, Sri Ganganagar - RSPCB","18-04-2026 17:00:00",29.931624,73.864511,NH3,4,5,4
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB","18-04-2026 17:00:00",24.5886166,73.6321397,NO2,4,76,38
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB","18-04-2026 17:00:00",24.5886166,73.6321397,CO,7,82,20
India,TamilNadu,Chennai,"Arumbakkam, Chennai - TNPCB","18-04-2026 17:00:00",13.0664,"80.2112 ",NO2,11,17,13
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB","18-04-2026 17:00:00",13.1278,80.2642,SO2,5,7,6
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB","18-04-2026 17:00:00",13.1662,80.2584,SO2,13,21,17
India,TamilNadu,Chennai,"Manali, Chennai - CPCB","18-04-2026 17:00:00",13.164544,80.26285,PM2.5,9,43,12
India,TamilNadu,Chennai,"Manali, Chennai - CPCB","18-04-2026 17:00:00",13.164544,80.26285,NO2,10,12,10
India,TamilNadu,Chennai,"Manali, Chennai - CPCB","18-04-2026 17:00:00",13.164544,80.26285,CO,11,56,27
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB","18-04-2026 17:00:00",12.9533,80.2357,PM2.5,1,430,63
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB","18-04-2026 17:00:00",17.585705,78.126199,NO2,11,16,13
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB","18-04-2026 17:00:00",17.585705,78.126199,OZONE,25,31,30
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB","18-04-2026 17:00:00",17.544899,78.486949,PM2.5,45,59,52
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB","18-04-2026 17:00:00",17.544899,78.486949,PM10,81,106,88
